1	122
1	79
1	70
1	79
1	70
1	70
1	71
1	61
1	60
1	71
1	71
1	81
1	80
1	89
1	90
1	72
1	79
1	80
1	70
1	81
1	100
1	100
1	80
1	110
1	88
1	71
1	90
1	110
1	110
1	81
1	79
1	81
1	69
1	71
1	98
1	81
1	69
1	99
1	60
1	59
1	99
1	62
1	80
1	70
1	71
1	99
1	70
1	80
1	70
1	130
1	69
1	69
1	60
1	70
1	71
1	79
1	100
1	111
1	69
1	80
1	69
1	71
1	108
1	60
1	60
1	78
1	71
1	83
1	60
1	61
1	60
1	71
1	60
1	71
1	69
1	101
1	60
1	71
1	110
1	89
1	80
1	71
1	100
1	60
1	60
1	60
1	71
1	60
1	99
1	90
1	60
1	61
1	59
1	100
1	79
1	80
1	70
1	91
1	90
1	99
1	140
1	60
1	60
1	58
1	80
1	111
1	88
1	102
1	90
1	60
1	91
1	70
1	100
1	60
1	70
1	130
1	71
1	71
1	110
1	100
1	120
1	62
1	70
1	91
1	70
1	99
1	61
1	70
1	110
1	81
1	81
1	119
1	60
1	71
1	59
1	81
1	99
1	71
1	99
1	61
1	70
1	90
1	81
1	90
1	109
1	60
1	71
1	61
1	60
1	61
1	90
1	101
1	60
1	69
1	69
1	70
1	90
1	60
1	79
1	111
1	78
1	80
1	73
1	80
1	81
1	100
1	111
1	71
1	70
1	90
1	89
1	70
1	80
1	85
1	80
1	80
1	68
1	81
1	100
1	69
1	69
1	80
1	59
1	59
1	80
1	60
1	60
1	98
1	60
1	61
1	60
1	61
1	99
1	60
1	59
1	70
1	89
1	61
1	71
1	60
1	60
1	60
1	60
1	69
1	100
1	80
1	79
1	101
1	70
1	69
1	70
1	92
1	89
1	71
1	70
1	70
1	69
1	100
1	100
1	60
1	100
1	128
1	61
1	70
1	90
1	171
1	61
1	69
1	71
1	60
1	69
1	70
1	101
1	110
1	70
1	60
1	60
1	71
1	80
1	79
1	90
1	61
1	61
1	80
1	69
1	69
1	91
1	120
1	59
1	70
1	71
1	79
1	79
1	92
1	99
1	80
1	60
1	72
1	80
1	70
1	110
1	70
1	91
1	70
1	70
1	70
1	70
1	70
1	71
1	81
1	91
1	81
1	80
1	70
1	89
1	80
1	80
1	110
1	80
1	72
1	79
1	80
1	80
1	88
1	70
1	70
1	120
1	60
1	59
1	130
1	60
1	80
1	88
1	81
1	146
1	61
1	70
1	70
1	70
1	150
1	61
1	70
1	121
1	60
1	71
1	90
1	59
1	80
1	60
1	89
1	59
1	80
1	79
1	81
1	120
1	70
1	78
1	61
1	60
1	111
1	60
1	70
1	70
1	69
1	69
1	70
1	81
1	79
1	70
1	120
1	90
1	61
1	99
1	59
1	60
1	89
1	60
1	61
1	60
1	60
1	70
1	89
1	70
1	70
1	81
1	71
1	121
1	79
1	100
1	91
1	80
1	70
1	90
1	70
1	119
1	60
1	90
1	81
1	61
1	120
1	69
1	69
1	59
1	71
1	79
1	72
1	90
1	110
1	70
1	70
1	70
1	61
1	70
1	60
1	80
1	80
1	70
1	69
1	60
1	61
1	61
1	119
1	110
1	71
1	79
1	110
1	60
1	61
1	70
1	79
1	80
1	80
1	79
1	70
1	89
1	81
1	120
1	111
1	89
1	80
1	81
1	89
1	59
1	131
1	88
1	60
1	130
1	60
1	60
1	90
1	60
1	60
1	69
1	59
1	61
1	59
1	99
1	70
1	91
1	90
1	69
1	91
1	78
1	71
1	90
1	61
1	60
1	90
1	71
1	60
1	90
1	80
1	61
1	91
1	118
1	69
1	81
1	108
1	60
1	71
1	100
1	79
1	129
1	80
1	89
1	69
1	70
1	100
1	71
1	89
1	60
1	70
1	101
1	61
1	71
1	129
1	61
1	110
1	60
1	71
1	110
1	70
1	100
1	70
1	109
1	71
1	60
1	61
1	88
1	82
1	69
1	80
1	90
1	60
1	60
1	60
1	79
1	80
1	61
1	59
1	80
1	60
1	70
1	79
1	81
1	108
1	80
1	100
1	138
1	60
1	61
1	109
1	60
1	79
1	129
1	90
1	70
1	130
1	69
1	100
1	70
1	79
1	70
1	71
1	109
1	60
1	72
1	100
1	70
1	111
1	70
1	70
1	120
1	69
1	90
1	130
1	70
1	100
1	90
1	90
1	115
1	70
1	91
1	99
1	60
1	120
1	60
1	69
1	60
1	61
1	88
1	60
1	91
1	90
1	82
1	70
1	60
1	72
1	90
1	108
1	100
1	70
1	61
1	120
1	60
1	80
1	100
1	60
1	70
1	60
1	61
1	108
1	60
1	80
1	60
1	83
1	89
1	59
1	100
1	61
1	61
1	110
1	60
1	70
1	170
1	60
1	89
1	60
1	80
1	149
1	90
1	119
1	60
1	60
1	109
1	60
1	70
1	99
1	60
1	119
1	69
1	81
1	120
1	72
1	89
1	60
1	81
1	99
1	70
1	109
1	91
1	110
1	60
1	62
1	120
1	60
1	60
1	90
1	119
1	60
1	62
1	80
1	91
1	90
1	90
1	69
1	89
1	70
1	70
1	109
1	111
1	80
1	120
1	60
1	79
1	59
1	69
1	129
1	70
1	61
1	69
1	70
1	70
1	110
1	91
1	111
1	59
1	60
1	91
1	80
1	61
1	60
1	61
1	80
1	70
1	70
1	71
1	60
1	60
1	70
1	108
1	71
1	70
1	69
1	71
1	89
1	80
1	69
1	91
1	80
1	71
1	69
1	71
1	70
1	70
1	70
1	112
1	71
1	99
1	59
1	60
1	72
1	79
1	70
1	71
1	70
1	80
1	80
1	80
1	71
1	60
1	91
1	101
1	60
1	71
1	89
1	92
1	61
1	90
1	90
1	71
1	110
1	69
1	80
1	80
1	71
1	80
1	121
1	70
1	79
1	80
1	80
1	70
1	70
1	61
1	80
1	59
1	71
1	79
1	60
1	70
1	80
1	90
1	111
1	80
1	60
1	80
1	80
1	72
1	89
1	70
1	50
1	61
1	90
1	59
1	119
1	71
1	119
1	81
1	61
1	80
1	70
1	81
1	89
1	90
1	90
1	60
1	72
1	88
1	81
1	89
1	60
1	51
1	59
1	100
1	70
1	70
1	59
1	70
1	73
1	71
1	90
1	120
1	80
1	70
1	110
1	80
1	84
1	80
1	80
1	110
1	70
1	100
1	70
1	90
1	70
1	90
1	70
1	70
1	60
1	61
1	70
1	80
1	71
1	79
1	79
1	89
1	80
1	80
1	60
1	60
1	60
1	61
1	90
1	130
1	61
1	70
1	107
1	71
1	79
1	109
1	61
1	71
1	99
1	59
1	60
1	90
1	59
1	61
1	158
1	60
1	59
1	88
1	61
1	71
1	70
1	70
1	160
1	60
1	61
1	119
1	60
1	71
1	109
1	61
1	61
1	100
1	61
1	79
1	60
1	71
1	79
1	70
1	61
1	71
1	100
1	89
1	61
1	71
1	69
1	81
1	60
1	70
1	81
1	71
1	59
1	61
1	59
1	81
1	80
1	80
1	60
1	60
1	61
1	71
1	108
1	80
1	69
1	60
1	70
1	70
1	72
1	71
1	69
1	89
1	60
1	80
1	81
1	79
1	80
1	71
1	81
1	98
1	80
1	60
1	50
1	70
1	89
1	91
1	109
1	60
1	60
1	80
1	90
1	109
1	71
1	70
1	59
1	60
1	60
1	60
1	88
1	80
1	80
1	70
1	79
1	110
1	89
1	71
1	69
1	119
1	70
1	60
1	80
1	80
1	79
1	60
1	70
1	111
1	121
1	81
1	69
1	120
1	81
1	69
1	90
1	70
1	71
1	69
1	70
1	80
1	60
1	61
1	60
1	50
1	60
1	70
1	70
1	80
1	60
1	70
1	71
1	71
1	71
1	89
1	70
1	80
1	70
1	60
1	61
1	71
1	67
1	71
1	99
1	59
1	60
1	80
1	70
1	70
1	70
1	72
1	78
1	60
1	100
1	100
1	99
1	70
1	98
1	81
1	78
1	101
1	59
1	61
1	69
1	80
1	80
1	80
1	80
1	91
1	71
1	80
1	70
1	85
1	80
1	70
1	80
1	61
1	90
1	70
1	87
1	60
1	80
1	91
1	69
1	81
1	119
1	70
1	70
1	90
1	71
1	89
1	69
1	79
1	99
1	60
1	60
1	70
1	70
1	60
1	60
1	110
1	80
1	99
1	70
1	81
1	129
1	60
1	101
1	120
1	59
1	70
1	90
1	61
1	70
1	139
1	60
1	70
1	160
1	71
1	108
1	60
1	80
1	79
1	61
1	119
1	70
1	69
1	129
1	70
1	90
1	70
1	71
1	139
1	60
1	60
1	70
1	108
1	71
1	80
1	70
1	140
1	69
1	99
1	59
1	81
1	81
1	81
1	71
1	130
1	60
1	71
1	70
1	70
1	90
1	80
1	69
1	90
1	71
1	81
1	79
1	79
1	80
1	81
1	70
1	139
1	60
1	70
1	70
1	70
1	89
1	70
1	90
1	129
1	70
1	100
1	80
1	71
1	89
1	80
1	111
1	140
1	60
1	70
1	59
1	99
1	80
1	69
1	71
1	91
1	70
1	89
1	70
1	70
1	80
1	60
1	70
1	101
1	59
1	78
1	77
1	70
1	91
1	80
1	60
1	80
1	70
1	60
1	100
1	60
1	60
1	99
1	61
1	61
1	110
1	61
1	70
1	60
1	60
1	60
1	71
1	70
1	99
1	61
1	93
1	89
1	70
